Country,Day,"COVID-19 doses (cumulative, per hundred)","Daily new confirmed cases of COVID-19 per million people (rolling 7-day average, right-aligned)",Daily ICU occupancy per million,"Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)",Year
Japan,28/10/2022,267.19046,306.4931143,4.841,0.446375964,2022
Lithuania,28/10/2022,160.40976,154.9237671,3.272666667,0.717239654,2022
Luxembourg,28/10/2022,208.26414,576.2439357,1.764571429,0.624756271,2022
Netherlands,28/10/2022,215.44734,114.5014114,2.061,0.269002066,2022
Portugal,28/10/2022,256.2557,87.18417614,3.31,0.793438257,2022
Spain,28/10/2022,208.98885,62.30950957,3.709857143,0.506914386,2022
Sweden,28/10/2022,237.71156,46.71135686,1.625,1.220130814,2022
Switzerland,28/10/2022,187.393,433.9617,6.995571429,0.457270917,2022
United States,28/10/2022,189.82678,110.1421929,7.688285714,1.273665086,2022
Australia,4/11/2022,241.35074,186.5804514,1.571285714,0.564708463,2022
Austria,4/11/2022,219.39034,523.8115543,8.964714286,1.051401,2022
Belgium,4/11/2022,252.04279,69.47511786,4.436714286,0.525901693,2022
Canada,4/11/2022,241.33786,77.56007,6.385857143,1.387836171,2022
Chile,4/11/2022,319.7905,272.3362929,5.924285714,0.959191457,2022
Czechia,4/11/2022,173.02005,99.61804143,4.778428571,0.904419214,2022
Denmark,4/11/2022,248.79582,124.3180429,2.185714286,1.618022257,2022
Estonia,4/11/2022,154.41844,63.95633571,2.262,0.95231605,2022
Finland,4/11/2022,232.58629,315.1461,2.114428571,4.661122429,2022
France,4/11/2022,228.31483,385.4005657,14.73385714,1.020766743,2022
Germany,4/11/2022,225.1651,477.0846057,15.62585714,1.356236529,2022
Ireland,4/11/2022,217.07465,51.47556671,1.194,0.914570957,2022
Israel,4/11/2022,202.27684,95.73055429,3.401571429,0.239881236,2022
Italy,4/11/2022,239.19202,426.8413114,3.755571429,1.330897814,2022
Japan,4/11/2022,270.09888,419.9939114,5.438,0.468253937,2022
Lithuania,4/11/2022,160.562,105.4921886,2.2544,0.514384007,2022
Luxembourg,4/11/2022,208.56676,357.8603914,1.544,0.749707509,2022
Netherlands,4/11/2022,217.36899,75.91557429,1.6396,0.221128821,2022
Portugal,4/11/2022,258.1152,74.70466429,3.31,0.718992207,2022
Spain,4/11/2022,211.24629,56.85249943,4.172428571,0.444616836,2022
Sweden,4/11/2022,238.33429,46.75027714,1.706142857,1.017748686,2022
Switzerland,4/11/2022,188.47987,362.7759929,5.687857143,0.380672226,2022
United States,4/11/2022,190.86435,110.3563457,7.839428571,1.104082057,2022
Australia,11/11/2022,241.71649,259.4356171,2.493714286,0.624684393,2022
Austria,11/11/2022,220.40878,426.9115643,7.99,0.808250414,2022
Belgium,11/11/2022,252.36171,56.43275629,4.289857143,0.429486377,2022
Canada,11/11/2022,242.76387,70.39483429,6.233571429,1.299519386,2022
Chile,11/11/2022,319.89093,317.3431443,6.951714286,1.298405014,2022
Czechia,11/11/2022,173.35269,77.21024429,4.288142857,0.833671821,2022
Denmark,11/11/2022,250.4148,105.0262414,1.894285714,1.234260543,2022
Estonia,11/11/2022,154.67383,53.75295143,3.016,1.405799871,2022
Finland,11/11/2022,233.32413,301.82966,2.604142857,4.155434429,2022
France,11/11/2022,228.56924,337.3480071,14.20514286,0.912816314,2022
Germany,11/11/2022,225.81721,363.3857143,12.771,1.115473071,2022
Ireland,11/11/2022,217.13426,51.25990229,1.394,0.962496071,2022
Israel,11/11/2022,202.73605,108.80072,3.507285714,0.246606884,2022
Italy,11/11/2022,239.64449,423.73862,3.912571429,1.207666557,2022
Japan,11/11/2022,273.79504,542.4130943,6.809,0.609970964,2022
Lithuania,11/11/2022,160.71829,88.02486429,2.1088,0.528873671,2022
Luxembourg,11/11/2022,208.83661,313.2840343,2.867571429,0.718469689,2022
Netherlands,11/11/2022,218.54385,53.78901571,1.4004,0.19605235,2022
Spain,11/11/2022,213.28673,59.30599929,4.058,0.434802843,2022
Sweden,11/11/2022,239.2085,49.85411714,1.787428571,1.183157186,2022
Switzerland,11/11/2022,189.37895,337.7235929,4.935857143,0.2414019,2022
United States,11/11/2022,191.7788,116.4668889,8.101142857,0.9785381,2022
Australia,18/11/2022,242.00093,368.0224214,2.439142857,0.780465991,2022
Austria,18/11/2022,221.34781,413.7544143,8.133857143,0.907311743,2022
Belgium,18/11/2022,252.63057,62.30182286,4.118,0.448769421,2022
Canada,18/11/2022,244.20027,59.52818357,6.311571429,1.160735757,2022
Chile,18/11/2022,319.98468,300.9554557,7.221571429,1.354766629,2022
Czechia,18/11/2022,173.65363,59.34748886,4.288142857,0.609957109,2022
Denmark,18/11/2022,251.31601,96.04414286,1.578571429,0.968047493,2022
Estonia,18/11/2022,154.91107,51.9239,2.262,1.133709579,2022
Finland,18/11/2022,233.92404,304.1272271,3.325857143,3.723034714,2022
France,18/11/2022,228.8818,447.8530657,14.35671429,0.996636629,2022
Germany,18/11/2022,226.37851,303.9554714,11.00757143,0.981742514,2022
Ireland,18/11/2022,217.19579,45.66864071,0.398,0.958502314,2022
Israel,18/11/2022,203.1416,131.0850157,4.188,0.329556471,2022
Italy,18/11/2022,240.0542,502.3136686,4.113571429,1.255589871,2022
Japan,18/11/2022,277.75906,648.6504143,7.204,0.814219794,2022
Lithuania,18/11/2022,160.84637,81.163996,2.5455,0.304283483,2022
Luxembourg,18/11/2022,209.0881,357.5792486,3.308714286,0.812183131,2022
Netherlands,18/11/2022,219.24477,45.25389886,1.1732,0.111704247,2022
Spain,18/11/2022,214.46419,64.22793057,4.415714286,0.473205443,2022
Sweden,18/11/2022,239.97186,49.96892943,1.652142857,1.212346943,2022
Switzerland,18/11/2022,190.08223,343.1179843,5.426285714,0.299431203,2022
United States,18/11/2022,192.43001,115.9662114,8.513285714,0.931571143,2022
Australia,25/11/2022,242.20602,439.4451986,3.094,0.933132,2022
Austria,25/11/2022,222.1756,449.5425714,7.351,0.736205807,2022
Belgium,25/11/2022,252.8598,76.75710429,3.750428571,0.36988417,2022
Canada,25/11/2022,245.31331,54.40318014,6.467571429,1.165992743,2022
Chile,25/11/2022,320.06406,257.2240586,7.272857143,1.381903714,2022
Czechia,25/11/2022,173.9059,62.25578057,4.424142857,0.541121829,2022
Denmark,25/11/2022,251.86671,101.5481871,1.505714286,0.936931709,2022
Estonia,25/11/2022,155.11128,50.66925914,1.508,0.95231605,2022
Finland,25/11/2022,234.73085,298.1872271,3.712714286,4.030844629,2022
France,25/11/2022,229.24379,606.9158471,15.52385714,1.020131729,2022
Germany,25/11/2022,226.82747,289.3722986,10.747,1.045088586,2022
Ireland,25/11/2022,217.2487,43.47207486,0.796,0.870639586,2022
Israel,25/11/2022,203.51982,154.2189757,4.278571429,0.372152207,2022
Italy,25/11/2022,240.47229,542.3258286,4.783714286,1.382928786,2022
Japan,25/11/2022,282.2082,764.0980286,8.415,1.027611669,2022
Lithuania,25/11/2022,160.95958,89.01740857,1.576,0.528873689,2022
Luxembourg,25/11/2022,209.31601,409.2153714,1.764571429,0.562280631,2022
Netherlands,25/11/2022,219.71495,41.73977343,1.332,0.085487943,2022
Spain,25/11/2022,215.3641,61.17108429,4.598857143,0.512461457,2022
Sweden,25/11/2022,240.5807,55.30286786,1.855,1.243482629,2022
Switzerland,25/11/2022,190.64713,325.7556229,4.609285714,0.329606443,2022
United States,25/11/2022,193.03418,122.5457114,9.690857143,1.045642317,2022
Australia,2/12/2022,242.3785,511.1966486,3.165,1.285977386,2022
Austria,2/12/2022,222.97604,503.7584,6.296285714,0.7474628,2022
Belgium,2/12/2022,253.02649,94.92525286,4.485714286,0.278727893,2022
Canada,2/12/2022,246.17372,55.110767,6.025571429,1.148119086,2022
Chile,2/12/2022,320.11932,216.3848429,6.805857143,1.3714664,2022
Czechia,2/12/2022,174.08557,72.29808571,5.105,0.567891107,2022
Denmark,2/12/2022,252.26566,142.9737071,1.554285714,0.701834454,2022
Estonia,2/12/2022,155.27415,54.84131286,3.771,0.95231605,2022
France,2/12/2022,229.82423,796.1707429,16.594,1.058866914,2022
Germany,2/12/2022,227.20628,307.0956,11.52014286,1.281483371,2022
Ireland,2/12/2022,217.29788,47.23419286,1.194,0.878627071,2022
Israel,2/12/2022,203.83678,171.7527257,4.974142857,0.544776991,2022
Italy,2/12/2022,240.80832,546.2829214,5.567714286,1.557164114,2022
Japan,2/12/2022,286.72055,840.3458571,9.641,1.269249071,2022
Lithuania,2/12/2022,161.04393,124.3867457,2.909,0.405711329,2022
Luxembourg,2/12/2022,209.5202,437.5168286,4.191,1.374463751,2022
Netherlands,2/12/2022,220.06857,43.23068314,1.2866,0.104865209,2022
Spain,2/12/2022,215.79825,58.13898743,4.782,0.539769974,2022
Sweden,2/12/2022,241.13695,80.31458,2.654,1.412783114,2022
Switzerland,2/12/2022,191.13454,306.9332286,5.442714286,0.313358229,2022
United States,2/12/2022,193.68697,126.2811943,10.78914286,0.839728643,2022
Australia,9/12/2022,242.5434,572.7342929,3.596428571,1.462789571,2022
Austria,9/12/2022,223.5311,506.9013429,6.647714286,0.709189114,2022
Belgium,9/12/2022,253.18532,113.7525329,5.638,0.46805248,2022
Canada,9/12/2022,246.32726,58.51674571,5.643,1.0729446,2022
Chile,9/12/2022,320.17276,173.2963714,6.193857143,1.2493496,2022
Czechia,9/12/2022,174.20421,80.39196286,5.145714286,0.680704491,2022
Denmark,9/12/2022,252.53314,199.78427,1.724285714,1.0199072,2022
Estonia,9/12/2022,155.41896,63.36680757,3.771,1.405799871,2022
France,9/12/2022,230.62616,926.0037429,18.53214286,1.211267571,2022
Germany,9/12/2022,227.53072,331.8204714,12.49671429,1.554526714,2022
Ireland,9/12/2022,217.33968,55.93260071,0.796,0.974477314,2022
Israel,9/12/2022,204.11674,173.2906614,6.183571429,0.668080436,2022
Italy,9/12/2022,241.16946,495.5776843,5.608857143,1.616041271,2022
Japan,9/12/2022,291.3001,938.2458643,10.875,1.554805586,2022
Lithuania,9/12/2022,161.1023,149.0119671,2.908666667,0.268059264,2022
Luxembourg,9/12/2022,209.70189,519.70348,2.867428571,0.812183129,2022
Netherlands,9/12/2022,220.36159,45.13877543,1.0592,0.123102641,2022
Spain,9/12/2022,216.93456,52.71099071,5.361714286,0.561531457,2022
Sweden,9/12/2022,241.83838,119.3062286,2.789714286,1.9576581,2022
Switzerland,9/12/2022,191.56735,280.4974043,6.161857143,0.366745194,2022
United States,9/12/2022,194.32384,174.2625457,11.79171429,1.117467171,2022
Australia,16/12/2022,242.67621,604.3424286,3.656285714,1.588193843,2022
Austria,16/12/2022,224.12395,551.3641071,7.431,0.778982286,2022
Belgium,16/12/2022,253.3246,122.7542186,7.255714286,0.771322426,2022
Canada,16/12/2022,247.78041,60.74044,5.654142857,1.035620171,2022
Chile,16/12/2022,320.22186,171.7015429,5.785857143,1.0854833,2022
Czechia,16/12/2022,174.26772,76.44349714,5.132285714,0.7227705,2022
Denmark,16/12/2022,252.73592,181.2634443,2.501428571,1.220431343,2022
Estonia,16/12/2022,155.56155,80.76547,6.787,2.191838471,2022
France,16/12/2022,231.26372,893.8672143,20.88085714,1.5059088,2022
Germany,16/12/2022,227.74692,367.4010357,14.06471429,1.848685371,2022
Ireland,16/12/2022,217.37476,70.693538,1.194,0.866645829,2022
Israel,16/12/2022,204.28612,164.8656714,6.138142857,0.66808045,2022
Italy,16/12/2022,241.45808,433.9798343,5.502571429,1.747488071,2022
Japan,16/12/2022,295.61536,1131.7757,12.045,1.845749986,2022
Lithuania,16/12/2022,161.14308,146.1864814,2.5455,0.543363377,2022
Luxembourg,16/12/2022,209.85449,577.2435714,2.205714286,0.749707509,2022
Netherlands,16/12/2022,220.60176,47.73532857,1.6168,0.121962803,2022
Spain,16/12/2022,217.53822,56.39550871,5.277714286,0.676312557,2022
Sweden,16/12/2022,242.69788,160.25942,3.778142857,3.018218443,2022
Switzerland,16/12/2022,191.86737,237.4907286,5.622285714,0.413168649,2022
United States,16/12/2022,194.8699,188.4962271,12.51128571,1.155052686,2022
Austria,23/12/2022,224.38837,539.6523714,6.951285714,1.078417674,2022
Belgium,23/12/2022,253.37234,121.8461614,8.824428571,0.9904482,2022
Canada,23/12/2022,247.97977,63.20963,5.275285714,1.298467986,2022
Chile,23/12/2022,320.27014,188.73215,5.341428571,1.141844929,2022
Czechia,23/12/2022,174.27885,63.86767357,5.608857143,0.866177357,2022
Denmark,23/12/2022,252.85811,204.83886,3.327142857,1.562705243,2022
Estonia,23/12/2022,155.63702,76.23063143,8.295,1.980212714,2022
France,23/12/2022,231.49796,724.4091029,21.513,1.7389547,2022
Germany,23/12/2022,227.81946,388.2399371,15.85357143,2.115903829,2022
Ireland,23/12/2022,217.38663,91.94832857,0.995,1.349890771,2022
Israel,23/12/2022,204.41788,142.4648029,5.941714286,0.647903551,2022
Italy,23/12/2022,241.57759,345.90643,5.43,1.879961671,2022
Japan,23/12/2022,298.50333,1280.508029,13.029,2.2513088,2022
Luxembourg,23/12/2022,209.88327,616.7281857,2.426285714,1.499415003,2022
Netherlands,23/12/2022,220.78403,55.65949043,2.448,0.153878307,2022
Spain,23/12/2022,217.83415,53.03869371,5.064428571,0.668632071,2022
Sweden,23/12/2022,243.2558,172.4762871,4.536428571,4.473813086,2022
Switzerland,23/12/2022,191.9416,200.0362986,4.837857143,0.294788869,2022
United States,23/12/2022,195.19136,205.0814814,13.195,1.223112943,2022
Australia,30/12/2022,242.78432,525.1663643,4.622,4.780938543,2022
Austria,30/12/2022,224.5179,451.4450114,7.063571429,1.159467871,2022
Belgium,30/12/2022,253.41544,90.42178214,8.223857143,1.139453686,2022
Canada,30/12/2022,248.30347,61.38599257,5.962428571,1.321598614,2022
Chile,30/12/2022,320.30084,219.0714029,5.727571429,1.173156943,2022
Czechia,30/12/2022,174.31024,43.167372,5.214142857,0.904419193,2022
Denmark,30/12/2022,252.91997,196.8662857,3.545714286,1.884235314,2022
Estonia,30/12/2022,155.71976,61.47729286,9.049,1.949980486,2022
France,30/12/2022,231.78113,431.2363143,21.18,1.795152471,2022
Germany,30/12/2022,227.90102,295.9369971,16.41928571,1.802328714,2022
Ireland,30/12/2022,217.42924,88.14227286,2.787,1.745272943,2022
Israel,30/12/2022,204.5176,121.1333029,6.244,0.6434198,2022
Italy,30/12/2022,241.75128,317.1473343,5.284714286,1.829984486,2022
Japan,30/12/2022,298.76102,1147.861186,13.634,2.237757471,2022
Luxembourg,30/12/2022,209.95781,393.9400714,5.735428571,1.436939357,2022
Netherlands,30/12/2022,220.94275,49.791598,2.4366,0.104865216,2022
Spain,30/12/2022,218.07495,46.136464,4.827,0.633216321,2022
Switzerland,30/12/2022,192.03123,123.4631493,4.347428571,0.290146509,2022
United States,30/12/2022,195.5178,177.8908371,14.853,1.103424871,2022
Australia,6/1/2023,242.86989,481.3504514,4.463714286,1.704251143,2023
Austria,6/1/2023,224.67018,335.4261786,8.133857143,1.049149514,2023
Belgium,6/1/2023,253.49078,63.40621214,7.549571429,0.967659086,2023
Canada,6/1/2023,248.98111,61.109478,6.036714286,1.046134136,2023
Chile,6/1/2023,320.37173,197.0267057,5.895142857,1.158544643,2023
Czechia,6/1/2023,174.37439,38.30110114,4.478571429,0.848968544,2023
Denmark,6/1/2023,253.04103,137.5941214,2.598571429,2.565325914,2023
Estonia,6/1/2023,155.85753,46.36116514,4.525,1.556961214,2023
France,6/1/2023,232.11063,224.6509143,18.91557143,1.743399786,2023
Germany,6/1/2023,228.03546,231.7140357,14.74657143,1.476861057,2023
Ireland,6/1/2023,217.4883,97.08030686,2.19,1.697347743,2023
Israel,6/1/2023,204.60562,107.4824857,5.382285714,0.6994668,2023
Italy,6/1/2023,241.91629,275.9750886,5.260428571,1.564352657,2023
Japan,6/1/2023,300.21512,1182.837514,14.506,1.255697714,2023
Lithuania,6/1/2023,161.22636,122.73492,2.909,0.891115943,2023
Luxembourg,6/1/2023,210.07062,250.24612,6.838428571,1.468177243,2023
Netherlands,6/1/2023,221.2227,38.24730729,2.1864,0.022796786,2023
Spain,6/1/2023,218.56656,39.66605186,4.746,0.610174734,2023
Sweden,6/1/2023,243.56857,93.71656143,3.371857143,5.361181143,2023
Switzerland,6/1/2023,192.17516,54.01599571,3.530428571,0.355139337,2023
United States,6/1/2023,195.89348,187.8066643,14.83971429,1.122187714,2023
Austria,13/1/2023,224.88004,270.0817157,6.472142857,1.0311384,2023
Belgium,13/1/2023,253.55846,43.48856129,5.368142857,0.795864514,2023
Canada,13/1/2023,249.38155,61.69668,5.331,1.143913471,2023
Chile,13/1/2023,320.44684,168.7028986,6.164714286,1.196119129,2023
Czechia,13/1/2023,174.42424,29.83818543,3.879857143,0.609957109,2023
Denmark,13/1/2023,253.13416,76.01247214,2.695714286,2.461606514,2023
Estonia,13/1/2023,155.96411,40.49610571,3.771,1.299987057,2023
France,13/1/2023,232.34784,120.4212643,17.33771429,1.295405414,2023
Germany,13/1/2023,228.16234,171.3685486,11.27,1.029798129,2023
Ireland,13/1/2023,217.53218,74.06427143,2.787,1.7492666,2023
Israel,13/1/2023,204.6713,89.49139143,4.384428571,0.475278721,2023
Italy,13/1/2023,242.09041,210.6395714,4.500714286,1.491783171,2023
Japan,13/1/2023,301.96625,1186.569386,13.788,0.253066114,2023
Lithuania,13/1/2023,161.25345,94.94369429,2.9816,0.927340186,2023
Spain,13/1/2023,219.24992,36.322892,4.502857143,0.552144143,2023
Sweden,13/1/2023,244.00407,60.288475,2.099,4.506894714,2023
Switzerland,13/1/2023,192.29169,26.41493757,2.615,0.26925597,2023
United States,13/1/2023,196.16432,190.2513371,13.17414286,1.647010629,2023
Austria,20/1/2023,225.0387,225.5784157,5.513142857,0.769976714,2023
Belgium,20/1/2023,253.6038,32.23076057,3.934142857,0.532913686,2023
Canada,20/1/2023,249.67267,53.60096957,4.855571429,1.142862114,2023
Chile,20/1/2023,320.51395,134.4151871,6.07,1.098008114,2023
Czechia,20/1/2023,174.4591,24.80938429,2.477571429,0.455077729,2023
Denmark,20/1/2023,253.18713,40.42635371,3.278571429,1.994869286,2023
Estonia,20/1/2023,156.05211,34.14733286,2.262,0.967432186,2023
France,20/1/2023,232.51973,77.95070429,14.83271429,0.953138986,2023
Germany,20/1/2023,228.25928,119.5354614,8.296714286,0.661128921,2023
Ireland,20/1/2023,217.56348,40.35693986,2.588,1.429765914,2023
Israel,20/1/2023,204.71486,75.18371571,2.978142857,0.511148777,2023
Italy,20/1/2023,242.21513,135.3627157,3.733714286,1.186785671,2023
Luxembourg,20/1/2023,210.19997,128.043795,0.882285714,1.03084786,2023
Spain,20/1/2023,219.73311,26.16497657,3.938,0.57219886,2023
Sweden,20/1/2023,244.29326,34.32712514,1.259428571,3.413252771,2023
Switzerland,20/1/2023,192.37402,7.699327714,2.598857143,0.088204541,2023
United States,20/1/2023,196.3784,145.5802,11.42385714,1.621376029,2023
Austria,27/1/2023,225.15578,266.1440271,4.394285714,0.6619098,2023
Belgium,27/1/2023,253.63705,36.32052229,3.958857143,0.397932257,2023
Canada,27/1/2023,249.9581,44.48593414,4.502714286,1.048236971,2023
Chile,27/1/2023,320.57037,104.5643986,5.691142857,0.9477104,2023
Czechia,27/1/2023,174.48814,25.70998,1.647285714,0.275341153,2023
Denmark,27/1/2023,253.22777,27.77604786,3.084285714,1.327608043,2023
Estonia,27/1/2023,156.11877,38.12287557,1.508,0.84650314,2023
France,27/1/2023,232.64447,67.74875429,12.86528571,0.7702582,2023
Germany,27/1/2023,228.32928,119.4653157,7.263857143,0.565745771,2023
Ireland,27/1/2023,217.58627,26.88199586,1.792,0.866645814,2023
Israel,27/1/2023,204.7487,67.23848714,3.537714286,0.452859886,2023
Italy,27/1/2023,242.29381,95.15851286,3.283714286,0.821884143,2023
Lithuania,27/1/2023,161.2904,86.54691571,2.18175,0.441935556,2023
Luxembourg,27/1/2023,210.2393,135.3222057,1.544,0.780945329,2023
Spain,27/1/2023,220.06485,18.72980471,3.343285714,0.458271114,2023
Sweden,27/1/2023,244.46307,21.52061757,1.097,2.3059889,2023
Switzerland,27/1/2023,192.43166,11.29018071,2.272,0.102131581,2023
United States,27/1/2023,196.55794,124.90971,10.05214286,1.556184,2023
Austria,3/2/2023,225.24846,376.0075571,4.57,0.796993443,2023
Belgium,3/2/2023,253.66148,53.43862286,3.505285714,0.292751936,2023
Canada,3/2/2023,250.04536,39.21425843,4.276142857,0.9546631,2023
Chile,3/2/2023,320.60934,87.90431857,5.297714286,0.838118369,2023
Czechia,3/2/2023,174.51062,33.51513771,1.810571429,0.271516959,2023
Denmark,3/2/2023,253.25877,25.88835657,2.307142857,1.044108414,2023
Estonia,3/2/2023,156.17232,34.73686229,3.016,0.77092254,2023
France,3/2/2023,232.73193,60.52623143,11.60342857,0.619762571,2023
Germany,3/2/2023,228.38495,137.8106729,7.705714286,0.578123757,2023
Ireland,3/2/2023,217.6164,22.22127843,1.991,0.858658329,2023
Israel,3/2/2023,204.77095,57.27108357,3.598285714,0.40802228,2023
Italy,3/2/2023,242.34995,81.19538,2.920428571,0.986192529,2023
Lithuania,3/2/2023,161.30273,95.59572714,1.673,0.637546357,2023
Luxembourg,3/2/2023,210.29057,172.9637757,0.441142857,0.499805003,2023
Spain,3/2/2023,220.31621,17.097268,2.580428571,0.363544676,2023
Sweden,3/2/2023,244.57481,18.519912,0.880428571,1.508136257,2023
Switzerland,3/2/2023,192.4762,14.12897486,1.487428571,0.118379781,2023
United States,3/2/2023,196.7211,120.5093386,9.048,1.478682557,2023
Austria,10/2/2023,225.3165,430.07253,5.129428571,0.659658436,2023
Belgium,10/2/2023,253.6801,71.34732714,3.444,0.494347594,2023
Canada,10/2/2023,250.30501,38.02829086,4.060714286,0.858986471,2023
Czechia,10/2/2023,174.52692,46.95140286,3.308,0.313582971,2023
Denmark,10/2/2023,253.27725,24.02486471,2.112857143,0.722578329,2023
Estonia,10/2/2023,156.21417,34.04152029,0.754,0.7406903,2023
France,10/2/2023,232.79185,52.38105143,11.31042857,0.436564314,2023
Germany,10/2/2023,228.42656,145.9776971,8.903428571,0.719135457,2023
Ireland,10/2/2023,217.63635,19.36174657,2.19,0.682932929,2023
Israel,10/2/2023,204.787,47.69377086,3.144571429,0.329556473,2023
Italy,10/2/2023,242.39044,72.54625286,2.809285714,0.754791571,2023
Japan,10/2/2023,305.3134,277.8915714,5.462,4.580006643,2023
Lithuania,10/2/2023,161.31238,104.1011757,1.8185,0.456425229,2023
Luxembourg,10/2/2023,210.31186,199.8595371,0.220571429,0.43732938,2023
Spain,10/2/2023,220.4959,17.82222286,2.424,0.318741643,2023
Sweden,10/2/2023,244.66286,15.583425,0.893857143,1.058614336,2023
Switzerland,10/2/2023,192.51268,14.51661071,1.373142857,0.090525717,2023
United States,10/2/2023,196.86063,117.2347971,8.902857143,1.440320143,2023
Austria,17/2/2023,225.37767,500.1381571,6.823714286,0.549340121,2023
Belgium,17/2/2023,253.6941,99.01151,4.314142857,0.5890099,2023
Canada,17/2/2023,250.43965,37.99517029,3.908428571,0.794851657,2023
Czechia,17/2/2023,174.54234,69.33434314,4.165571429,0.426396369,2023
Denmark,17/2/2023,253.29265,21.85712957,1.408571429,0.812468486,2023
Estonia,17/2/2023,156.25076,34.25314429,0.754,0.8162709,2023
France,17/2/2023,232.83835,52.60044486,10.82385714,0.39433663,2023
Germany,17/2/2023,228.45685,160.7776229,11.09014286,0.950190786,2023
Ireland,17/2/2023,217.65347,21.13098214,2.19,0.527176271,2023
Israel,17/2/2023,204.79967,47.61979,2.464285714,0.32058895,2023
Italy,17/2/2023,242.42206,69.93443571,2.528714286,0.706183686,2023
Japan,17/2/2023,305.69806,188.1081271,4.05,1.206717186,2023
Lithuania,17/2/2023,161.32275,99.43549286,2.636,0.681015436,2023
Luxembourg,17/2/2023,210.3339,196.7982271,1.102857143,0.281140316,2023
Spain,17/2/2023,220.62756,18.09317471,2.132857143,0.269244946,2023
Sweden,17/2/2023,244.74687,12.15655043,0.799,0.758933041,2023
Switzerland,17/2/2023,192.54181,15.50310871,1.422285714,0.069635166,2023
United States,17/2/2023,196.98396,109.2499329,8.635285714,1.264701929,2023
Austria,24/2/2023,225.43053,575.14786,8.933142857,0.828512929,2023
Belgium,24/2/2023,253.70709,116.1997271,6.311714286,0.685425207,2023
Canada,24/2/2023,250.57349,36.26983686,4.305857143,0.664479164,2023
Czechia,24/2/2023,174.55507,88.54129714,4.138428571,0.592748323,2023
Denmark,24/2/2023,253.3048,20.31171143,1.068571429,0.515139593,2023
Estonia,24/2/2023,156.27477,30.21713929,2.262,0.695341897,2023
France,24/2/2023,232.87508,57.02387186,10.666,0.384176593,2023
Germany,24/2/2023,228.48828,185.1524986,12.39757143,1.0186337,2023
Ireland,24/2/2023,217.67181,19.29784629,1.792,0.483244914,2023
Israel,24/2/2023,204.81143,53.70201186,2.298,0.385603477,2023
Italy,24/2/2023,242.4466,69.89164714,2.342428571,0.634298743,2023
Japan,24/2/2023,305.99832,124.3344829,3.13,0.7987093,2023
Lithuania,24/2/2023,161.3324,107.1077871,2.182,0.6303015,2023
Luxembourg,24/2/2023,210.35226,278.2664329,0.661714286,0.843420983,2023
Sweden,24/2/2023,244.80705,9.449689429,0.758142857,0.564334857,2023
Switzerland,24/2/2023,192.56754,18.64365486,1.879571429,0.088204541,2023
United States,24/2/2023,197.10493,110.2220157,8.083,1.047136193,2023
Austria,3/3/2023,225.5074,614.38514,9.140714286,0.878043614,2023
Belgium,3/3/2023,253.71913,128.5812143,8.174857143,0.706461266,2023
Canada,3/3/2023,250.72493,34.246435,3.856428571,0.610332507,2023
Czechia,3/3/2023,174.56593,84.13966429,4.383571429,0.594660393,2023
Denmark,3/3/2023,253.31349,18.74209086,1.287142857,0.622316273,2023
Estonia,3/3/2023,156.30106,31.24503714,4.525,0.6348774,2023
France,3/3/2023,232.90378,56.876552,10.72714286,0.349251449,2023
Germany,3/3/2023,228.51343,159.8148086,12.65285714,0.939997186,2023
Ireland,3/3/2023,217.68503,16.87363386,0.796,0.4752574,2023
Israel,3/3/2023,204.82108,56.91910943,2.041,0.396812887,2023
Italy,3/3/2023,242.46364,62.99138143,2.093142857,0.549063829,2023
Japan,3/3/2023,306.2016,95.7403,2.662,0.600664671,2023
Lithuania,3/3/2023,161.33961,113.2948871,2.27275,0.449180383,2023
Luxembourg,3/3/2023,210.36404,345.0528771,2.205714286,0.468567207,2023
Sweden,3/3/2023,245.10017,9.406878286,0.690714286,0.644120086,2023
Switzerland,3/3/2023,192.58746,21.44995257,2.337142857,0.062671648,2023
United States,3/3/2023,197.22005,99.99756429,7.418428571,0.938681957,2023
Austria,10/3/2023,225.55168,565.1809,8.405428571,1.0536524,2023
Belgium,10/3/2023,253.72896,147.2068929,10.516,0.69944924,2023
Canada,10/3/2023,250.86565,33.14878343,3.637285714,0.596664451,2023
Czechia,10/3/2023,174.57712,83.11669643,4.791857143,0.508616277,2023
Denmark,10/3/2023,253.31767,19.82768814,0.922857143,0.674175971,2023
Estonia,10/3/2023,156.32387,32.80199686,1.508,0.408135471,2023
France,10/3/2023,232.92776,72.99069714,11.11671429,0.294958714,2023
Germany,10/3/2023,228.53574,95.00258,13.89857143,0.953831379,2023
Ireland,10/3/2023,217.69678,19.62932786,0.796,0.3354758,2023
Israel,10/3/2023,204.8298,55.20407257,2.555,0.369910323,2023
Italy,10/3/2023,242.47955,58.53862457,1.628428571,0.490871279,2023
Japan,10/3/2023,306.38965,78.84560643,2.09,0.513642574,2023
Lithuania,10/3/2023,161.34543,111.6068386,1.6,0.441935556,2023
Luxembourg,10/3/2023,210.38104,386.2867886,0.882285714,0.21866469,2023
Sweden,10/3/2023,245.59177,11.11155843,0.528142857,0.480657579,2023
Switzerland,10/3/2023,192.60542,23.62256943,2.402571429,0.083562197,2023
