Country,Date,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V
Austria,5/3/2022,14646320,1595089,1593055,367463,0
Austria,6/3/2022,14650116,1595227,1593056,367468,0
Austria,7/3/2022,14653912,1595364,1593057,367474,0
Austria,8/3/2022,14657708,1595502,1593057,367479,0
Austria,9/3/2022,14661504,1595639,1593058,367485,0
Austria,10/3/2022,14665300,1595777,1593059,367490,0
Austria,11/3/2022,14669096,1595915,1593060,367496,0
Austria,12/3/2022,14672325,1596050,1593060,367499,0
Austria,13/3/2022,14675555,1596186,1593061,367502,0
Austria,14/3/2022,14678784,1596322,1593061,367506,0
Austria,15/3/2022,14682014,1596458,1593062,367509,0
Austria,16/3/2022,14685243,1596594,1593062,367513,0
Austria,17/3/2022,14688473,1596730,1593063,367516,0
Austria,18/3/2022,14691703,1596866,1593064,367520,0
Austria,19/3/2022,14694978,1596983,1593064,367523,0
Austria,20/3/2022,14698254,1597101,1593065,367526,0
Austria,21/3/2022,14701530,1597218,1593065,367529,0
Austria,22/3/2022,14704806,1597336,1593066,367532,0
Austria,23/3/2022,14708082,1597453,1593066,367535,0
Austria,24/3/2022,14711358,1597571,1593067,367538,0
Austria,25/3/2022,14714634,1597689,1593068,367542,0
Austria,26/3/2022,14717730,1597811,1593068,367546,0
Austria,27/3/2022,14720827,1597933,1593069,367550,0
Austria,28/3/2022,14723924,1598056,1593070,367554,0
Austria,29/3/2022,14727020,1598178,1593071,367558,0
Austria,30/3/2022,14730117,1598301,1593072,367562,0
Austria,31/3/2022,14733214,1598423,1593073,367566,0
Austria,1/4/2022,14736311,1598546,1593074,367571,0
Austria,2/4/2022,14739286,1598656,1593074,367576,0
Austria,3/4/2022,14742262,1598766,1593075,367582,0
Austria,4/4/2022,14745238,1598876,1593076,367588,0
Austria,5/4/2022,14748213,1598986,1593077,367594,0
Austria,6/4/2022,14751189,1599096,1593078,367600,0
Austria,7/4/2022,14754165,1599206,1593079,367606,0
Austria,8/4/2022,14757141,1599317,1593080,367612,0
Austria,9/4/2022,14759738,1599410,1593080,367617,0
Austria,10/4/2022,14762335,1599503,1593081,367623,0
Austria,11/4/2022,14764932,1599596,1593081,367628,0
Austria,12/4/2022,14767529,1599690,1593082,367634,0
Austria,13/4/2022,14770126,1599783,1593082,367639,0
Austria,14/4/2022,14772723,1599876,1593083,367645,0
Austria,15/4/2022,14775320,1599970,1593084,367651,0
Austria,16/4/2022,14778216,1600090,1593084,367655,0
Austria,17/4/2022,14781112,1600211,1593085,367660,0
Austria,18/4/2022,14784009,1600331,1593085,367665,0
Austria,19/4/2022,14786905,1600452,1593086,367670,0
Austria,20/4/2022,14789802,1600572,1593086,367675,0
Austria,21/4/2022,14792698,1600693,1593087,367680,0
Austria,22/4/2022,14795595,1600814,1593088,367685,0
Austria,23/4/2022,14799136,1600952,1593088,367691,0
Austria,24/4/2022,14802678,1601091,1593089,367697,0
Austria,25/4/2022,14806220,1601230,1593089,367703,0
Austria,26/4/2022,14809762,1601369,1593090,367710,0
Austria,27/4/2022,14813304,1601508,1593090,367716,0
Austria,28/4/2022,14816846,1601647,1593091,367722,0
Austria,29/4/2022,14820388,1601786,1593092,367729,0
Austria,30/4/2022,14823982,1601919,1593093,367733,0
Austria,1/5/2022,14827577,1602053,1593094,367738,0
Austria,2/5/2022,14831172,1602187,1593095,367743,0
