Country,Date,Weekly new ICU admissions,Weekly new hospital admissions,Mortality
Norway,7/3/2022,27,381,1
Norway,7/10/2022,28,344,0
Norway,7/17/2022,22,297,0
Norway,7/24/2022,21,216,0
Norway,7/31/2022,23,238,0
Norway,8/7/2022,21,189,0
Norway,8/14/2022,19,215,0
Norway,8/21/2022,10,135,0
Norway,8/28/2022,11,112,0
Norway,9/4/2022,10,98,0
Norway,9/11/2022,10,108,0
Norway,9/18/2022,11,89,0
Norway,9/25/2022,7,98,0
Norway,10/2/2022,8,105,0
Norway,10/9/2022,7,102,0
Slovenia,3/22/2020,8,41,1
Slovenia,3/29/2020,18,77,1
Slovenia,4/5/2020,13,52,11
Slovenia,4/12/2020,13,56,20
Slovenia,4/19/2020,8,45,28
Slovenia,4/26/2020,4,24,22
Slovenia,5/3/2020,4,18,7
Slovenia,5/10/2020,0,7,15
Slovenia,5/17/2020,0,4,5
Slovenia,5/24/2020,1,0,1
Slovenia,5/31/2020,0,1,2
Slovenia,6/7/2020,0,1,0
Slovenia,6/14/2020,0,1,1
Slovenia,6/21/2020,1,3,0
Slovenia,6/28/2020,3,3,0
Slovenia,7/5/2020,0,4,0
Slovenia,7/12/2020,1,15,0
Slovenia,7/19/2020,3,11,0
Slovenia,7/26/2020,2,19,1
Slovenia,8/2/2020,2,9,4
Slovenia,8/9/2020,3,13,5
Slovenia,8/16/2020,1,12,6
Slovenia,8/23/2020,0,11,1
Slovenia,8/30/2020,3,15,2
Slovenia,9/6/2020,2,17,0
Slovenia,9/13/2020,4,30,1
Slovenia,9/20/2020,11,54,3
Slovenia,9/27/2020,14,72,8
Slovenia,10/4/2020,6,86,10
Slovenia,10/11/2020,27,133,7
Slovenia,10/18/2020,42,236,17
Slovenia,10/25/2020,57,471,34
Slovenia,11/1/2020,114,706,76
Slovenia,11/8/2020,128,912,153
Slovenia,11/15/2020,129,894,204
Slovenia,11/22/2020,125,741,270
Slovenia,11/29/2020,121,865,291
Slovenia,12/6/2020,122,827,362
Slovenia,12/13/2020,136,859,404
Slovenia,12/20/2020,110,732,353
Slovenia,12/27/2020,112,693,298
Slovenia,1/3/2021,107,756,257
Slovenia,1/10/2021,112,748,449
Slovenia,1/17/2021,100,752,191
Slovenia,1/24/2021,96,700,187
Slovenia,1/31/2021,80,582,149
Slovenia,2/7/2021,71,501,119
Slovenia,2/14/2021,56,372,91
Slovenia,2/21/2021,46,281,41
Slovenia,2/28/2021,57,319,66
Slovenia,3/7/2021,37,319,38
Slovenia,3/14/2021,53,270,46
Slovenia,3/21/2021,52,328,49
Slovenia,3/28/2021,62,372,53
Slovenia,4/4/2021,95,400,61
Slovenia,4/11/2021,81,454,44
Slovenia,4/18/2021,74,433,46
Slovenia,4/25/2021,78,408,55
Slovenia,5/2/2021,66,368,52
Slovenia,5/9/2021,63,283,31
Slovenia,5/16/2021,42,236,29
Slovenia,5/23/2021,49,162,19
Slovenia,5/30/2021,26,123,19
Slovenia,6/6/2021,14,99,14
Slovenia,6/13/2021,19,85,20
Slovenia,6/20/2021,14,50,9
Slovenia,6/27/2021,3,27,6
Slovenia,7/4/2021,2,25,1
Slovenia,7/11/2021,3,18,8
Slovenia,7/18/2021,2,8,0
Slovenia,7/25/2021,2,15,1
Slovenia,8/1/2021,3,14,1
Slovenia,8/8/2021,4,20,1
Slovenia,8/15/2021,5,39,0
Slovenia,8/22/2021,15,58,9
Slovenia,8/29/2021,17,138,10
Slovenia,9/5/2021,31,185,8
Slovenia,9/12/2021,48,225,21
Slovenia,9/19/2021,57,263,36
Slovenia,9/26/2021,57,280,45
Slovenia,10/3/2021,67,307,54
Slovenia,10/10/2021,61,268,50
Slovenia,10/17/2021,56,260,35
Slovenia,10/24/2021,66,358,52
Slovenia,10/31/2021,92,530,75
Slovenia,11/7/2021,125,656,104
Slovenia,11/14/2021,146,726,128
Slovenia,11/21/2021,162,741,142
Slovenia,11/28/2021,162,692,148
Slovenia,12/5/2021,137,580,135
Slovenia,12/12/2021,104,467,114
Slovenia,12/19/2021,91,333,85
Slovenia,12/26/2021,75,286,61
Slovenia,1/2/2022,75,285,64
Slovenia,1/9/2022,77,330,57
Slovenia,1/16/2022,67,379,51
Slovenia,1/23/2022,58,456,84
Slovenia,1/30/2022,88,604,119
Slovenia,2/6/2022,89,671,173
Slovenia,2/13/2022,92,684,167
Slovenia,2/20/2022,62,580,185
Slovenia,2/27/2022,59,354,151
Slovenia,3/6/2022,26,254,101
Slovenia,3/13/2022,39,226,80
Slovenia,3/20/2022,22,203,64
Slovenia,3/27/2022,37,224,50
Slovenia,4/3/2022,16,221,60
Slovenia,4/10/2022,30,207,56
Slovenia,4/17/2022,14,142,51
Slovenia,4/24/2022,17,134,55
Slovenia,5/1/2022,15,133,40
Slovenia,5/8/2022,14,100,42
Slovenia,5/15/2022,10,62,31
Slovenia,5/22/2022,5,35,18
Slovenia,5/29/2022,2,32,11
Slovenia,6/5/2022,5,34,13
Slovenia,6/12/2022,2,29,9
Slovenia,6/19/2022,2,30,7
Slovenia,6/26/2022,7,44,4
Slovenia,7/3/2022,4,86,11
Slovenia,7/10/2022,8,85,20
Slovenia,7/17/2022,12,151,24
Slovenia,7/24/2022,20,140,53
Slovenia,7/31/2022,12,108,47
Slovenia,8/7/2022,12,121,50
Slovenia,8/14/2022,10,124,51
Slovenia,8/21/2022,13,105,34
Slovenia,8/28/2022,13,95,41
Slovenia,9/4/2022,6,102,28
Slovenia,9/11/2022,7,73,23
Slovenia,9/18/2022,10,91,33
Slovenia,9/25/2022,13,80,21
Slovenia,10/2/2022,21,142,37
Slovenia,10/9/2022,20,133,49
Slovenia,10/16/2022,17,120,49
Slovenia,10/23/2022,7,87,49
Slovenia,10/30/2022,12,92,34
Slovenia,11/6/2022,8,95,33
Slovenia,11/13/2022,11,92,22
Slovenia,11/20/2022,12,94,22
Slovenia,11/27/2022,7,99,27
Slovenia,12/4/2022,7,99,34
Slovenia,12/11/2022,11,129,41
Slovenia,12/18/2022,17,164,61
Slovenia,12/25/2022,21,143,75
Slovenia,1/1/2023,20,142,70
Slovenia,1/8/2023,18,124,71
Slovenia,1/15/2023,16,95,52
Slovenia,1/22/2023,6,69,50
Slovenia,1/29/2023,5,45,32
Slovenia,2/5/2023,2,35,11
Slovenia,2/12/2023,1,23,18
Slovenia,2/19/2023,3,34,18
Slovenia,2/26/2023,5,35,25
Slovenia,3/5/2023,6,56,13
Slovenia,3/12/2023,5,43,16
Slovenia,3/19/2023,5,76,23
Slovenia,3/26/2023,8,62,27
Spain,8/9/2020,828,8477,90
Spain,8/16/2020,2271,24646,147
Spain,8/23/2020,3004,32134,204
Spain,8/30/2020,3666,39724,308
Spain,9/6/2020,4179,43935,394
Spain,9/13/2020,4535,47550,510
Spain,9/20/2020,4902,55340,680
Spain,9/27/2020,5178,57456,827
Spain,10/4/2020,5367,53966,880
Spain,10/11/2020,4827,53748,947
Spain,10/18/2020,5496,60427,944
Spain,10/25/2020,7588,75363,1053
Spain,11/1/2020,9494,92779,1387
Spain,11/8/2020,10828,99866,1798
Spain,11/15/2020,10612,95653,2304
Spain,11/22/2020,8785,80959,2344
Spain,11/29/2020,6948,62288,2183
Spain,12/6/2020,5345,51954,1873
Spain,12/13/2020,4425,45120,1526
Spain,12/20/2020,4643,49846,1360
Spain,12/27/2020,5308,51373,1146
Spain,1/3/2021,5883,54129,1172
Spain,1/10/2021,7600,69888,2864
Spain,1/17/2021,10409,102130,2325
Spain,1/24/2021,14749,143251,3407
Spain,1/31/2021,16176,153857,3819
Spain,2/7/2021,14561,126767,3315
Spain,2/14/2021,10988,91268,2459
Spain,2/21/2021,7657,62105,1692
Spain,2/28/2021,6023,47251,1315
Spain,3/7/2021,5145,40072,927
Spain,3/14/2021,4605,35307,717
Spain,3/21/2021,4578,34024,592
Spain,3/28/2021,5120,34260,533
Spain,4/4/2021,5351,39232,538
Spain,4/11/2021,6355,45008,563
Spain,4/18/2021,7251,49010,570
Spain,4/25/2021,7475,49459,528
Spain,5/2/2021,6644,45685,453
Spain,5/9/2021,5936,39157,458
Spain,5/16/2021,4559,32101,363
Spain,5/23/2021,3596,25806,253
Spain,5/30/2021,3029,21988,191
Spain,6/6/2021,2428,19808,209
Spain,6/13/2021,2089,17038,145
Spain,6/20/2021,1856,13989,130
Spain,6/27/2021,1367,11974,113
Spain,7/4/2021,1432,13016,89
Spain,7/11/2021,2069,19400,89
Spain,7/18/2021,3813,33783,162
Spain,7/25/2021,6299,52360,397
Spain,8/1/2021,7758,59386,556
Spain,8/8/2021,7805,55286,710
Spain,8/15/2021,6391,49069,803
Spain,8/22/2021,5771,40575,713
Spain,8/29/2021,4494,34226,641
Spain,9/5/2021,3564,27356,562
Spain,9/12/2021,2690,19989,442
Spain,9/19/2021,2200,14772,373
Spain,9/26/2021,1598,11936,253
Spain,10/3/2021,1104,10044,192
Spain,10/10/2021,930,8347,151
Spain,10/17/2021,968,7255,129
Spain,10/24/2021,1205,8229,123
Spain,10/31/2021,1127,8336,106
Spain,11/7/2021,985,8722,96
Spain,11/14/2021,1260,9956,161
Spain,11/21/2021,1715,13025,155
Spain,11/28/2021,2427,18839,194
Spain,12/5/2021,3395,22204,295
Spain,12/12/2021,3976,26467,355
Spain,12/19/2021,4882,33756,501
Spain,12/26/2021,5957,43709,584
Spain,1/2/2022,7024,64493,731
Spain,1/9/2022,8328,84020,1047
Spain,1/16/2022,9006,98265,1387
Spain,1/23/2022,8700,103601,1568
Spain,1/30/2022,7621,96947,1769
Spain,2/6/2022,6466,82833,1706
Spain,2/13/2022,4786,63324,1400
Spain,2/20/2022,3426,46382,943
Spain,2/27/2022,2618,32945,662
Spain,3/6/2022,1992,25408,528
Spain,3/13/2022,1843,22588,444
Spain,3/20/2022,1601,22635,373
Spain,3/27/2022,1513,22728,311
Spain,4/3/2022,1390,22492,313
Spain,4/10/2022,1423,22944,336
Spain,4/17/2022,1392,27875,385
Spain,4/24/2022,1613,31917,419
Spain,5/1/2022,1825,37869,417
Spain,5/8/2022,2183,41533,494
Spain,5/15/2022,2293,45941,552
Spain,5/22/2022,2318,45211,532
Spain,5/29/2022,2305,40654,454
Spain,6/5/2022,1825,37098,442
Spain,6/12/2022,1678,37965,427
Spain,6/19/2022,1790,42303,497
Spain,6/26/2022,2430,52867,525
Spain,7/3/2022,3198,67136,643
Spain,7/10/2022,3331,75194,853
Spain,7/17/2022,3253,71221,1104
Spain,7/24/2022,2988,60626,958
Spain,7/31/2022,2464,47435,788
Spain,8/7/2022,1873,35049,597
Spain,8/14/2022,1532,26477,498
Spain,8/21/2022,1398,21491,339
Spain,8/28/2022,1200,18688,305
Spain,9/4/2022,1080,15487,252
Spain,9/11/2022,831,13818,171
Spain,9/18/2022,842,13596,165
Spain,9/25/2022,791,12549,107
Spain,10/2/2022,855,13217,126
Spain,10/9/2022,884,16940,150
Spain,10/16/2022,998,19274,147
Spain,10/23/2022,1123,19988,179
Spain,10/30/2022,1102,19244,166
Spain,11/6/2022,1056,18163,142
Spain,11/13/2022,1086,19237,147
Spain,11/20/2022,1267,21933,163
Spain,11/27/2022,1336,22083,175
Spain,12/4/2022,1389,22568,183
Spain,12/11/2022,1541,23037,190
Spain,12/18/2022,1549,24646,241
Spain,12/25/2022,1393,22499,217
Spain,1/1/2023,1300,21267,210
Spain,1/8/2023,1265,21342,202
Spain,1/15/2023,1124,20144,178
Spain,1/22/2023,898,15059,197
Spain,1/29/2023,641,11540,136
Spain,2/5/2023,715,10578,116
Spain,2/12/2023,433,9543,103
Spain,2/19/2023,589,9244,85
Spain,2/26/2023,514,9753,91
Spain,3/5/2023,539,9840,82
Spain,3/12/2023,655,12114,97
Spain,3/19/2023,583,12203,123
Spain,3/26/2023,626,11272,95
Spain,4/2/2023,520,11625,84
Spain,4/9/2023,455,11130,86
Spain,4/16/2023,592,12927,80
Spain,4/23/2023,668,13876,112
Spain,4/30/2023,643,14215,128
Spain,5/7/2023,663,14552,98
Spain,5/14/2023,740,14702,102
Spain,5/21/2023,841,13497,100
Spain,5/28/2023,849,13288,99
Spain,6/4/2023,717,12803,98
Spain,6/11/2023,624,11218,89
