REF_AREA,Country,AGE,TIME_PERIOD,Mortality
NZL,New Zealand,_T,2022-W52,43
NZL,New Zealand,_T,2023-W01,0
NZL,New Zealand,_T,2023-W02,0
NZL,New Zealand,_T,2023-W03,0
NZL,New Zealand,_T,2023-W04,0
NZL,New Zealand,_T,2023-W05,146
NZL,New Zealand,_T,2023-W06,36
NZL,New Zealand,_T,2023-W07,21
NZL,New Zealand,_T,2023-W08,8
NZL,New Zealand,_T,2023-W09,6
NZL,New Zealand,_T,2023-W10,12
NZL,New Zealand,_T,2023-W11,26
NZL,New Zealand,_T,2023-W12,76
NZL,New Zealand,_T,2023-W13,25
NZL,New Zealand,_T,2023-W14,0
NZL,New Zealand,_T,2023-W15,29
NZL,New Zealand,_T,2023-W16,0
NZL,New Zealand,_T,2023-W17,20
NZL,New Zealand,_T,2023-W18,56
NZL,New Zealand,_T,2023-W19,0
NZL,New Zealand,_T,2023-W20,101
NZL,New Zealand,_T,2023-W21,49
NZL,New Zealand,_T,2023-W22,0
NZL,New Zealand,_T,2023-W23,96
NZL,New Zealand,_T,2023-W24,39
NZL,New Zealand,_T,2023-W25,0
NZL,New Zealand,_T,2023-W26,0
NZL,New Zealand,_T,2023-W27,61
NZL,New Zealand,_T,2023-W28,21
NZL,New Zealand,_T,2023-W29,13
NZL,New Zealand,_T,2023-W30,16
NZL,New Zealand,_T,2023-W31,41
NZL,New Zealand,_T,2023-W32,20
NZL,New Zealand,_T,2023-W33,0
NZL,New Zealand,_T,2023-W34,34
NZL,New Zealand,_T,2023-W35,0
NZL,New Zealand,_T,2023-W36,11
NZL,New Zealand,_T,2023-W37,15
NZL,New Zealand,_T,2023-W38,20
NZL,New Zealand,_T,2023-W39,18
NZL,New Zealand,_T,2023-W40,14
NZL,New Zealand,_T,2023-W41,15
NZL,New Zealand,_T,2023-W42,40
NZL,New Zealand,_T,2023-W43,0
NZL,New Zealand,_T,2023-W44,29
NZL,New Zealand,_T,2023-W45,19
NZL,New Zealand,_T,2023-W46,38
NZL,New Zealand,_T,2023-W47,20
NZL,New Zealand,_T,2023-W48,27
NZL,New Zealand,_T,2023-W49,20
NZL,New Zealand,_T,2023-W50,27
NZL,New Zealand,_T,2023-W51,27
NZL,New Zealand,_T,2023-W52,0
NZL,New Zealand,_T,2024-W01,0
NZL,New Zealand,_T,2024-W02,22
NZL,New Zealand,_T,2024-W03,77
NZL,New Zealand,_T,2024-W04,26
NZL,New Zealand,_T,2024-W05,20
NZL,New Zealand,_T,2024-W06,20
NZL,New Zealand,_T,2024-W07,15
NZL,New Zealand,_T,2024-W08,14
NZL,New Zealand,_T,2024-W09,20
NZL,New Zealand,_T,2024-W10,21
NZL,New Zealand,_T,2024-W11,24
NZL,New Zealand,_T,2024-W12,20
NZL,New Zealand,_T,2024-W13,14
NZL,New Zealand,_T,2024-W14,7
NZL,New Zealand,_T,2024-W15,21
NZL,New Zealand,_T,2024-W16,0
NZL,New Zealand,_T,2024-W17,21
NZL,New Zealand,_T,2024-W18,11
NZL,New Zealand,_T,2024-W19,19
NZL,New Zealand,_T,2024-W20,13
NZL,New Zealand,_T,2024-W21,19
NZL,New Zealand,_T,2024-W22,7
NZL,New Zealand,_T,2024-W23,29
NZL,New Zealand,_T,2024-W24,20
KOR,Korea,_T,2020-W01,0
KOR,Korea,_T,2020-W02,0
KOR,Korea,_T,2020-W03,0
KOR,Korea,_T,2020-W04,0
KOR,Korea,_T,2020-W05,0
KOR,Korea,_T,2020-W06,0
KOR,Korea,_T,2020-W07,0
KOR,Korea,_T,2020-W08,3
KOR,Korea,_T,2020-W09,14
KOR,Korea,_T,2020-W10,33
KOR,Korea,_T,2020-W11,25
KOR,Korea,_T,2020-W12,29
KOR,Korea,_T,2020-W13,48
KOR,Korea,_T,2020-W14,31
KOR,Korea,_T,2020-W15,31
KOR,Korea,_T,2020-W16,20
KOR,Korea,_T,2020-W17,8
KOR,Korea,_T,2020-W18,8
KOR,Korea,_T,2020-W19,6
KOR,Korea,_T,2020-W20,6
KOR,Korea,_T,2020-W21,4
KOR,Korea,_T,2020-W22,4
KOR,Korea,_T,2020-W23,3
KOR,Korea,_T,2020-W24,4
KOR,Korea,_T,2020-W25,3
KOR,Korea,_T,2020-W26,2
KOR,Korea,_T,2020-W27,1
KOR,Korea,_T,2020-W28,6
KOR,Korea,_T,2020-W29,6
KOR,Korea,_T,2020-W30,3
KOR,Korea,_T,2020-W31,3
KOR,Korea,_T,2020-W32,4
KOR,Korea,_T,2020-W33,0
KOR,Korea,_T,2020-W34,4
KOR,Korea,_T,2020-W35,14
KOR,Korea,_T,2020-W36,11
KOR,Korea,_T,2020-W37,24
KOR,Korea,_T,2020-W38,25
KOR,Korea,_T,2020-W39,18
KOR,Korea,_T,2020-W40,20
KOR,Korea,_T,2020-W41,11
KOR,Korea,_T,2020-W42,12
KOR,Korea,_T,2020-W43,13
KOR,Korea,_T,2020-W44,9
KOR,Korea,_T,2020-W45,12
KOR,Korea,_T,2020-W46,15
KOR,Korea,_T,2020-W47,12
KOR,Korea,_T,2020-W48,18
KOR,Korea,_T,2020-W49,22
KOR,Korea,_T,2020-W50,35
KOR,Korea,_T,2020-W51,94
KOR,Korea,_T,2020-W52,134
KOR,Korea,_T,2020-W53,154
KOR,Korea,_T,2021-W01,163
KOR,Korea,_T,2021-W02,124
KOR,Korea,_T,2021-W03,100
KOR,Korea,_T,2021-W04,71
KOR,Korea,_T,2021-W05,51
KOR,Korea,_T,2021-W06,51
KOR,Korea,_T,2021-W07,35
KOR,Korea,_T,2021-W08,46
KOR,Korea,_T,2021-W09,31
KOR,Korea,_T,2021-W10,35
KOR,Korea,_T,2021-W11,27
KOR,Korea,_T,2021-W12,26
KOR,Korea,_T,2021-W13,22
KOR,Korea,_T,2021-W14,24
KOR,Korea,_T,2021-W15,29
KOR,Korea,_T,2021-W16,16
KOR,Korea,_T,2021-W17,21
KOR,Korea,_T,2021-W18,41
KOR,Korea,_T,2021-W19,28
KOR,Korea,_T,2021-W20,31
KOR,Korea,_T,2021-W21,25
KOR,Korea,_T,2021-W22,15
KOR,Korea,_T,2021-W23,14
KOR,Korea,_T,2021-W24,16
KOR,Korea,_T,2021-W25,11
KOR,Korea,_T,2021-W26,13
KOR,Korea,_T,2021-W27,16
KOR,Korea,_T,2021-W28,14
KOR,Korea,_T,2021-W29,19
KOR,Korea,_T,2021-W30,22
KOR,Korea,_T,2021-W31,26
KOR,Korea,_T,2021-W32,42
KOR,Korea,_T,2021-W33,55
KOR,Korea,_T,2021-W34,62
KOR,Korea,_T,2021-W35,43
KOR,Korea,_T,2021-W36,33
KOR,Korea,_T,2021-W37,49
KOR,Korea,_T,2021-W38,47
KOR,Korea,_T,2021-W39,57
KOR,Korea,_T,2021-W40,70
KOR,Korea,_T,2021-W41,85
KOR,Korea,_T,2021-W42,105
KOR,Korea,_T,2021-W43,86
KOR,Korea,_T,2021-W44,121
KOR,Korea,_T,2021-W45,135
KOR,Korea,_T,2021-W46,183
KOR,Korea,_T,2021-W47,282
KOR,Korea,_T,2021-W48,313
KOR,Korea,_T,2021-W49,400
KOR,Korea,_T,2021-W50,483
KOR,Korea,_T,2021-W51,524
KOR,Korea,_T,2021-W52,430
KOR,Korea,_T,2022-W01,341
KOR,Korea,_T,2022-W02,262
KOR,Korea,_T,2022-W03,232
KOR,Korea,_T,2022-W04,190
KOR,Korea,_T,2022-W05,131
KOR,Korea,_T,2022-W06,216
KOR,Korea,_T,2022-W07,348
KOR,Korea,_T,2022-W08,608
KOR,Korea,_T,2022-W09,1038
KOR,Korea,_T,2022-W10,1499
KOR,Korea,_T,2022-W11,2162
KOR,Korea,_T,2022-W12,2429
KOR,Korea,_T,2022-W13,2267
KOR,Korea,_T,2022-W14,2226
KOR,Korea,_T,2022-W15,1545
KOR,Korea,_T,2022-W16,1019
KOR,Korea,_T,2022-W17,715
KOR,Korea,_T,2022-W18,442
KOR,Korea,_T,2022-W19,344
KOR,Korea,_T,2022-W20,243
KOR,Korea,_T,2022-W21,180
KOR,Korea,_T,2022-W22,132
KOR,Korea,_T,2022-W23,91
KOR,Korea,_T,2022-W24,73
KOR,Korea,_T,2022-W25,67
KOR,Korea,_T,2022-W26,46
KOR,Korea,_T,2022-W27,92
KOR,Korea,_T,2022-W28,97
KOR,Korea,_T,2022-W29,142
KOR,Korea,_T,2022-W30,177
KOR,Korea,_T,2022-W31,248
KOR,Korea,_T,2022-W32,378
KOR,Korea,_T,2022-W33,451
KOR,Korea,_T,2022-W34,528
KOR,Korea,_T,2022-W35,504
KOR,Korea,_T,2022-W36,340
KOR,Korea,_T,2022-W37,358
KOR,Korea,_T,2022-W38,381
KOR,Korea,_T,2022-W39,256
KOR,Korea,_T,2022-W40,180
KOR,Korea,_T,2022-W41,148
KOR,Korea,_T,2022-W42,161
KOR,Korea,_T,2022-W43,213
KOR,Korea,_T,2022-W44,190
KOR,Korea,_T,2022-W45,328
KOR,Korea,_T,2022-W46,363
KOR,Korea,_T,2022-W47,343
KOR,Korea,_T,2022-W48,339
KOR,Korea,_T,2022-W49,335
KOR,Korea,_T,2022-W50,362
KOR,Korea,_T,2022-W51,392
KOR,Korea,_T,2022-W52,419
KOR,Korea,_T,2023-W01,195
KOR,Korea,_T,2023-W02,0
KOR,Korea,_T,2023-W03,0
KOR,Korea,_T,2023-W04,0
KOR,Korea,_T,2023-W05,1118
KOR,Korea,_T,2023-W06,133
KOR,Korea,_T,2023-W07,118
KOR,Korea,_T,2023-W08,96
KOR,Korea,_T,2023-W09,73
KOR,Korea,_T,2023-W10,81
KOR,Korea,_T,2023-W11,56
KOR,Korea,_T,2023-W12,52
KOR,Korea,_T,2023-W13,58
KOR,Korea,_T,2023-W14,51
KOR,Korea,_T,2023-W15,44
KOR,Korea,_T,2023-W16,51
KOR,Korea,_T,2023-W17,60
KOR,Korea,_T,2023-W18,47
KOR,Korea,_T,2023-W19,76
KOR,Korea,_T,2023-W20,77
KOR,Korea,_T,2023-W21,67
KOR,Korea,_T,2023-W22,73
KOR,Korea,_T,2023-W23,66
KOR,Korea,_T,2023-W24,67
KOR,Korea,_T,2023-W25,57
KOR,Korea,_T,2023-W26,0
KOR,Korea,_T,2023-W27,54
KOR,Korea,_T,2023-W28,0
KOR,Korea,_T,2023-W29,88
KOR,Korea,_T,2023-W30,57
KOR,Korea,_T,2023-W31,195
KOR,Korea,_T,2023-W32,0
KOR,Korea,_T,2023-W33,146
KOR,Korea,_T,2023-W34,255
KOR,Korea,_T,2023-W35,0
KOR,Korea,_T,2023-W36,122
KOR,Korea,_T,2023-W37,0
KOR,Korea,_T,2023-W38,0
KOR,Korea,_T,2023-W39,0
KOR,Korea,_T,2023-W40,0
KOR,Korea,_T,2023-W41,0
KOR,Korea,_T,2023-W42,0
KOR,Korea,_T,2023-W43,0
KOR,Korea,_T,2023-W44,0
KOR,Korea,_T,2023-W45,0
KOR,Korea,_T,2023-W46,0
KOR,Korea,_T,2023-W47,0
KOR,Korea,_T,2023-W48,0
KOR,Korea,_T,2023-W49,0
KOR,Korea,_T,2023-W50,0
KOR,Korea,_T,2023-W51,0
KOR,Korea,_T,2023-W52,0
KOR,Korea,_T,2024-W01,0
KOR,Korea,_T,2024-W02,0
KOR,Korea,_T,2024-W03,0
KOR,Korea,_T,2024-W04,0
KOR,Korea,_T,2024-W05,0
KOR,Korea,_T,2024-W06,0
KOR,Korea,_T,2024-W07,0
KOR,Korea,_T,2024-W08,0
KOR,Korea,_T,2024-W09,0
KOR,Korea,_T,2024-W10,0
KOR,Korea,_T,2024-W11,0
KOR,Korea,_T,2024-W12,0
KOR,Korea,_T,2024-W13,0
KOR,Korea,_T,2024-W14,0
KOR,Korea,_T,2024-W15,0
KOR,Korea,_T,2024-W16,0
KOR,Korea,_T,2024-W17,0
KOR,Korea,_T,2024-W18,0
KOR,Korea,_T,2024-W19,0
KOR,Korea,_T,2024-W20,0
KOR,Korea,_T,2024-W21,0
KOR,Korea,_T,2024-W22,0
KOR,Korea,_T,2024-W23,0
KOR,Korea,_T,2024-W24,0
PRT,Portugal,_T,2020-W08,0
PRT,Portugal,_T,2020-W09,0
PRT,Portugal,_T,2020-W10,0
PRT,Portugal,_T,2020-W11,0
PRT,Portugal,_T,2020-W12,26
PRT,Portugal,_T,2020-W13,124
PRT,Portugal,_T,2020-W14,206
PRT,Portugal,_T,2020-W15,246
PRT,Portugal,_T,2020-W16,217
PRT,Portugal,_T,2020-W17,187
PRT,Portugal,_T,2020-W18,140
PRT,Portugal,_T,2020-W19,80
PRT,Portugal,_T,2020-W20,69
PRT,Portugal,_T,2020-W21,68
PRT,Portugal,_T,2020-W22,69
PRT,Portugal,_T,2020-W23,50
PRT,Portugal,_T,2020-W24,31
PRT,Portugal,_T,2020-W25,20
PRT,Portugal,_T,2020-W26,38
PRT,Portugal,_T,2020-W27,54
PRT,Portugal,_T,2020-W28,41
PRT,Portugal,_T,2020-W29,29
PRT,Portugal,_T,2020-W30,29
PRT,Portugal,_T,2020-W31,18
PRT,Portugal,_T,2020-W32,22
PRT,Portugal,_T,2020-W33,19
PRT,Portugal,_T,2020-W34,23
PRT,Portugal,_T,2020-W35,21
PRT,Portugal,_T,2020-W36,22
PRT,Portugal,_T,2020-W37,28
PRT,Portugal,_T,2020-W38,49
PRT,Portugal,_T,2020-W39,37
PRT,Portugal,_T,2020-W40,61
PRT,Portugal,_T,2020-W41,81
PRT,Portugal,_T,2020-W42,105
PRT,Portugal,_T,2020-W43,146
PRT,Portugal,_T,2020-W44,245
PRT,Portugal,_T,2020-W45,377
PRT,Portugal,_T,2020-W46,527
PRT,Portugal,_T,2020-W47,480
PRT,Portugal,_T,2020-W48,532
PRT,Portugal,_T,2020-W49,534
PRT,Portugal,_T,2020-W50,609
PRT,Portugal,_T,2020-W51,543
PRT,Portugal,_T,2020-W52,492
PRT,Portugal,_T,2020-W53,530
PRT,Portugal,_T,2021-W01,745
PRT,Portugal,_T,2021-W02,1109
PRT,Portugal,_T,2021-W03,1698
PRT,Portugal,_T,2021-W04,2014
PRT,Portugal,_T,2021-W05,1587
PRT,Portugal,_T,2021-W06,1034
PRT,Portugal,_T,2021-W07,608
PRT,Portugal,_T,2021-W08,326
PRT,Portugal,_T,2021-W09,209
PRT,Portugal,_T,2021-W10,130
PRT,Portugal,_T,2021-W11,88
PRT,Portugal,_T,2021-W12,59
PRT,Portugal,_T,2021-W13,42
PRT,Portugal,_T,2021-W14,34
PRT,Portugal,_T,2021-W15,27
PRT,Portugal,_T,2021-W16,19
PRT,Portugal,_T,2021-W17,13
PRT,Portugal,_T,2021-W18,15
PRT,Portugal,_T,2021-W19,17
PRT,Portugal,_T,2021-W20,7
PRT,Portugal,_T,2021-W21,7
PRT,Portugal,_T,2021-W22,12
PRT,Portugal,_T,2021-W23,10
PRT,Portugal,_T,2021-W24,22
PRT,Portugal,_T,2021-W25,19
PRT,Portugal,_T,2021-W26,31
PRT,Portugal,_T,2021-W27,49
PRT,Portugal,_T,2021-W28,52
PRT,Portugal,_T,2021-W29,86
PRT,Portugal,_T,2021-W30,79
PRT,Portugal,_T,2021-W31,103
PRT,Portugal,_T,2021-W32,89
PRT,Portugal,_T,2021-W33,70
PRT,Portugal,_T,2021-W34,83
PRT,Portugal,_T,2021-W35,80
PRT,Portugal,_T,2021-W36,56
PRT,Portugal,_T,2021-W37,48
PRT,Portugal,_T,2021-W38,40
PRT,Portugal,_T,2021-W39,45
PRT,Portugal,_T,2021-W40,49
PRT,Portugal,_T,2021-W41,51
PRT,Portugal,_T,2021-W42,38
PRT,Portugal,_T,2021-W43,25
PRT,Portugal,_T,2021-W44,45
PRT,Portugal,_T,2021-W45,60
PRT,Portugal,_T,2021-W46,79
PRT,Portugal,_T,2021-W47,92
PRT,Portugal,_T,2021-W48,122
PRT,Portugal,_T,2021-W49,122
PRT,Portugal,_T,2021-W50,125
PRT,Portugal,_T,2021-W51,93
PRT,Portugal,_T,2021-W52,114
PRT,Portugal,_T,2022-W01,133
PRT,Portugal,_T,2022-W02,205
PRT,Portugal,_T,2022-W03,281
PRT,Portugal,_T,2022-W04,292
PRT,Portugal,_T,2022-W05,355
PRT,Portugal,_T,2022-W06,301
PRT,Portugal,_T,2022-W07,298
PRT,Portugal,_T,2022-W08,202
PRT,Portugal,_T,2022-W09,155
PRT,Portugal,_T,2022-W10,140
PRT,Portugal,_T,2022-W11,127
PRT,Portugal,_T,2022-W12,158
PRT,Portugal,_T,2022-W13,151
PRT,Portugal,_T,2022-W14,152
PRT,Portugal,_T,2022-W15,145
PRT,Portugal,_T,2022-W16,127
PRT,Portugal,_T,2022-W17,128
PRT,Portugal,_T,2022-W18,131
PRT,Portugal,_T,2022-W19,192
PRT,Portugal,_T,2022-W20,223
PRT,Portugal,_T,2022-W21,231
PRT,Portugal,_T,2022-W22,295
PRT,Portugal,_T,2022-W23,262
PRT,Portugal,_T,2022-W24,269
PRT,Portugal,_T,2022-W25,155
PRT,Portugal,_T,2022-W26,136
PRT,Portugal,_T,2022-W27,139
PRT,Portugal,_T,2022-W28,119
PRT,Portugal,_T,2022-W29,83
PRT,Portugal,_T,2022-W30,70
PRT,Portugal,_T,2022-W31,70
PRT,Portugal,_T,2022-W32,57
PRT,Portugal,_T,2022-W33,40
PRT,Portugal,_T,2022-W34,45
PRT,Portugal,_T,2022-W35,48
PRT,Portugal,_T,2022-W36,39
PRT,Portugal,_T,2022-W37,41
PRT,Portugal,_T,2022-W38,42
PRT,Portugal,_T,2022-W39,50
PRT,Portugal,_T,2022-W40,42
PRT,Portugal,_T,2022-W41,47
PRT,Portugal,_T,2022-W42,50
PRT,Portugal,_T,2022-W43,61
PRT,Portugal,_T,2022-W44,49
PRT,Portugal,_T,2022-W45,55
PRT,Portugal,_T,2022-W46,48
PRT,Portugal,_T,2022-W47,60
PRT,Portugal,_T,2022-W48,69
PRT,Portugal,_T,2022-W49,73
PRT,Portugal,_T,2022-W50,71
PRT,Portugal,_T,2022-W51,59
PRT,Portugal,_T,2022-W52,50
PRT,Portugal,_T,2023-W01,61
PRT,Portugal,_T,2023-W02,58
PRT,Portugal,_T,2023-W03,64
PRT,Portugal,_T,2023-W04,33
PRT,Portugal,_T,2023-W05,27
PRT,Portugal,_T,2023-W06,52
PRT,Portugal,_T,2023-W07,57
PRT,Portugal,_T,2023-W08,53
PRT,Portugal,_T,2023-W09,49
PRT,Portugal,_T,2023-W10,42
PRT,Portugal,_T,2023-W11,57
PRT,Portugal,_T,2023-W12,45
PRT,Portugal,_T,2023-W13,44
PRT,Portugal,_T,2023-W14,30
PRT,Portugal,_T,2023-W15,36
PRT,Portugal,_T,2023-W16,39
PRT,Portugal,_T,2023-W17,34
PRT,Portugal,_T,2023-W18,50
PRT,Portugal,_T,2023-W19,24
PRT,Portugal,_T,2023-W20,42
PRT,Portugal,_T,2023-W21,36
PRT,Portugal,_T,2023-W22,46
PRT,Portugal,_T,2023-W23,40
PRT,Portugal,_T,2023-W24,45
PRT,Portugal,_T,2023-W25,26
PRT,Portugal,_T,2023-W26,27
PRT,Portugal,_T,2023-W27,30
PRT,Portugal,_T,2023-W28,23
PRT,Portugal,_T,2023-W29,31
PRT,Portugal,_T,2023-W30,37
PRT,Portugal,_T,2023-W31,45
PRT,Portugal,_T,2023-W32,33
PRT,Portugal,_T,2023-W33,53
PRT,Portugal,_T,2023-W34,73
PRT,Portugal,_T,2023-W35,54
PRT,Portugal,_T,2023-W36,56
PRT,Portugal,_T,2023-W37,60
PRT,Portugal,_T,2023-W38,68
PRT,Portugal,_T,2023-W39,42
PRT,Portugal,_T,2023-W40,37
PRT,Portugal,_T,2023-W41,53
PRT,Portugal,_T,2023-W42,40
PRT,Portugal,_T,2023-W43,28
PRT,Portugal,_T,2023-W44,20
PRT,Portugal,_T,2023-W45,15
PRT,Portugal,_T,2023-W46,26
PRT,Portugal,_T,2023-W47,19
GBR,United Kingdom,_T,2020-W01,0
GBR,United Kingdom,_T,2020-W02,0
GBR,United Kingdom,_T,2020-W03,0
GBR,United Kingdom,_T,2020-W04,0
GBR,United Kingdom,_T,2020-W05,0
GBR,United Kingdom,_T,2020-W06,0
GBR,United Kingdom,_T,2020-W07,0
GBR,United Kingdom,_T,2020-W08,0
GBR,United Kingdom,_T,2020-W09,0
GBR,United Kingdom,_T,2020-W10,0
GBR,United Kingdom,_T,2020-W11,5
GBR,United Kingdom,_T,2020-W12,114
GBR,United Kingdom,_T,2020-W13,607
GBR,United Kingdom,_T,2020-W14,3801
GBR,United Kingdom,_T,2020-W15,6888
GBR,United Kingdom,_T,2020-W16,9495
GBR,United Kingdom,_T,2020-W17,9009
GBR,United Kingdom,_T,2020-W18,6680
GBR,United Kingdom,_T,2020-W19,4426
GBR,United Kingdom,_T,2020-W20,4214
GBR,United Kingdom,_T,2020-W21,2872
GBR,United Kingdom,_T,2020-W22,2000
GBR,United Kingdom,_T,2020-W23,1697
GBR,United Kingdom,_T,2020-W24,1203
GBR,United Kingdom,_T,2020-W25,849
GBR,United Kingdom,_T,2020-W26,652
GBR,United Kingdom,_T,2020-W27,562
GBR,United Kingdom,_T,2020-W28,388
GBR,United Kingdom,_T,2020-W29,303
GBR,United Kingdom,_T,2020-W30,231
GBR,United Kingdom,_T,2020-W31,200
GBR,United Kingdom,_T,2020-W32,162
GBR,United Kingdom,_T,2020-W33,146
GBR,United Kingdom,_T,2020-W34,149
GBR,United Kingdom,_T,2020-W35,111
GBR,United Kingdom,_T,2020-W36,83
GBR,United Kingdom,_T,2020-W37,110
GBR,United Kingdom,_T,2020-W38,158
GBR,United Kingdom,_T,2020-W39,234
GBR,United Kingdom,_T,2020-W40,343
GBR,United Kingdom,_T,2020-W41,474
GBR,United Kingdom,_T,2020-W42,762
GBR,United Kingdom,_T,2020-W43,1126
GBR,United Kingdom,_T,2020-W44,1598
GBR,United Kingdom,_T,2020-W45,2226
GBR,United Kingdom,_T,2020-W46,2839
GBR,United Kingdom,_T,2020-W47,3040
GBR,United Kingdom,_T,2020-W48,3371
GBR,United Kingdom,_T,2020-W49,3160
GBR,United Kingdom,_T,2020-W50,3066
GBR,United Kingdom,_T,2020-W51,3275
GBR,United Kingdom,_T,2020-W52,3197
GBR,United Kingdom,_T,2020-W53,3417
GBR,United Kingdom,_T,2021-W01,6594
GBR,United Kingdom,_T,2021-W02,7771
GBR,United Kingdom,_T,2021-W03,9056
GBR,United Kingdom,_T,2021-W04,9014
GBR,United Kingdom,_T,2021-W05,7823
GBR,United Kingdom,_T,2021-W06,6115
GBR,United Kingdom,_T,2021-W07,4448
GBR,United Kingdom,_T,2021-W08,3199
GBR,United Kingdom,_T,2021-W09,2280
GBR,United Kingdom,_T,2021-W10,1637
GBR,United Kingdom,_T,2021-W11,1046
GBR,United Kingdom,_T,2021-W12,800
GBR,United Kingdom,_T,2021-W13,450
GBR,United Kingdom,_T,2021-W14,422
GBR,United Kingdom,_T,2021-W15,402
GBR,United Kingdom,_T,2021-W16,290
GBR,United Kingdom,_T,2021-W17,232
GBR,United Kingdom,_T,2021-W18,139
GBR,United Kingdom,_T,2021-W19,164
GBR,United Kingdom,_T,2021-W20,115
GBR,United Kingdom,_T,2021-W21,106
GBR,United Kingdom,_T,2021-W22,108
GBR,United Kingdom,_T,2021-W23,93
GBR,United Kingdom,_T,2021-W24,116
GBR,United Kingdom,_T,2021-W25,118
GBR,United Kingdom,_T,2021-W26,132
GBR,United Kingdom,_T,2021-W27,217
GBR,United Kingdom,_T,2021-W28,268
GBR,United Kingdom,_T,2021-W29,392
GBR,United Kingdom,_T,2021-W30,468
GBR,United Kingdom,_T,2021-W31,612
GBR,United Kingdom,_T,2021-W32,652
GBR,United Kingdom,_T,2021-W33,654
GBR,United Kingdom,_T,2021-W34,770
GBR,United Kingdom,_T,2021-W35,781
GBR,United Kingdom,_T,2021-W36,998
GBR,United Kingdom,_T,2021-W37,1049
GBR,United Kingdom,_T,2021-W38,1110
GBR,United Kingdom,_T,2021-W39,974
GBR,United Kingdom,_T,2021-W40,825
GBR,United Kingdom,_T,2021-W41,892
GBR,United Kingdom,_T,2021-W42,975
GBR,United Kingdom,_T,2021-W43,1044
GBR,United Kingdom,_T,2021-W44,1194
GBR,United Kingdom,_T,2021-W45,1198
GBR,United Kingdom,_T,2021-W46,1090
GBR,United Kingdom,_T,2021-W47,980
GBR,United Kingdom,_T,2021-W48,912
GBR,United Kingdom,_T,2021-W49,888
GBR,United Kingdom,_T,2021-W50,856
GBR,United Kingdom,_T,2021-W51,935
GBR,United Kingdom,_T,2021-W52,640
GBR,United Kingdom,_T,2022-W01,1022
GBR,United Kingdom,_T,2022-W02,1561
GBR,United Kingdom,_T,2022-W03,1673
GBR,United Kingdom,_T,2022-W04,1545
GBR,United Kingdom,_T,2022-W05,1391
GBR,United Kingdom,_T,2022-W06,1186
GBR,United Kingdom,_T,2022-W07,970
GBR,United Kingdom,_T,2022-W08,879
GBR,United Kingdom,_T,2022-W09,816
GBR,United Kingdom,_T,2022-W10,821
GBR,United Kingdom,_T,2022-W11,829
GBR,United Kingdom,_T,2022-W12,1006
GBR,United Kingdom,_T,2022-W13,1063
GBR,United Kingdom,_T,2022-W14,1134
GBR,United Kingdom,_T,2022-W15,1152
GBR,United Kingdom,_T,2022-W16,1185
GBR,United Kingdom,_T,2022-W17,1249
GBR,United Kingdom,_T,2022-W18,839
GBR,United Kingdom,_T,2022-W19,796
GBR,United Kingdom,_T,2022-W20,615
GBR,United Kingdom,_T,2022-W21,469
GBR,United Kingdom,_T,2022-W22,211
GBR,United Kingdom,_T,2022-W23,335
GBR,United Kingdom,_T,2022-W24,309
GBR,United Kingdom,_T,2022-W25,347
GBR,United Kingdom,_T,2022-W26,413
GBR,United Kingdom,_T,2022-W27,529
GBR,United Kingdom,_T,2022-W28,696
GBR,United Kingdom,_T,2022-W29,864
GBR,United Kingdom,_T,2022-W30,923
GBR,United Kingdom,_T,2022-W31,802
GBR,United Kingdom,_T,2022-W32,675
GBR,United Kingdom,_T,2022-W33,622
GBR,United Kingdom,_T,2022-W34,505
GBR,United Kingdom,_T,2022-W35,350
GBR,United Kingdom,_T,2022-W36,414
GBR,United Kingdom,_T,2022-W37,348
GBR,United Kingdom,_T,2022-W38,274
GBR,United Kingdom,_T,2022-W39,343
GBR,United Kingdom,_T,2022-W40,449
GBR,United Kingdom,_T,2022-W41,625
GBR,United Kingdom,_T,2022-W42,737
GBR,United Kingdom,_T,2022-W43,718
GBR,United Kingdom,_T,2022-W44,708
GBR,United Kingdom,_T,2022-W45,583
GBR,United Kingdom,_T,2022-W46,471
GBR,United Kingdom,_T,2022-W47,400
GBR,United Kingdom,_T,2022-W48,372
GBR,United Kingdom,_T,2022-W49,381
GBR,United Kingdom,_T,2022-W50,435
GBR,United Kingdom,_T,2022-W51,514
GBR,United Kingdom,_T,2023-W01,842
GBR,United Kingdom,_T,2023-W02,1060
GBR,United Kingdom,_T,2023-W03,883
GBR,United Kingdom,_T,2023-W04,661
GBR,United Kingdom,_T,2023-W05,543
GBR,United Kingdom,_T,2023-W06,496
GBR,United Kingdom,_T,2023-W07,477
GBR,United Kingdom,_T,2023-W08,476
GBR,United Kingdom,_T,2023-W09,566
GBR,United Kingdom,_T,2023-W10,605
GBR,United Kingdom,_T,2023-W11,619
GBR,United Kingdom,_T,2023-W12,703
GBR,United Kingdom,_T,2023-W13,730
GBR,United Kingdom,_T,2023-W14,595
GBR,United Kingdom,_T,2023-W15,547
GBR,United Kingdom,_T,2023-W16,615
GBR,United Kingdom,_T,2023-W17,532
GBR,United Kingdom,_T,2023-W18,367
GBR,United Kingdom,_T,2023-W19,353
GBR,United Kingdom,_T,2023-W20,358
GBR,United Kingdom,_T,2023-W21,282
GBR,United Kingdom,_T,2023-W22,209
